128.666667,143.333333
121.333333,142.333333
118.333333,140.666667
114.333333,139.666667
110.333333,137.666667
103.666667,133.666667
98.000000,129.000000
93.333333,124.000000
91.333333,120.333333
88.666667,117.000000
86.666667,112.666667
84.000000,109.333333
82.000000,95.333333
84.000000,80.000000
90.000000,63.333333
97.000000,57.666667
101.666667,55.333333
119.333333,54.666667
136.000000,54.666667
155.333333,56.666667
160.666667,60.666667
167.333333,68.333333
170.666667,76.666667
172.666667,84.000000
173.333333,88.666667
174.333333,92.000000
175.333333,94.333333
176.333333,98.666667
176.000000,103.000000
174.333333,109.333333
170.666667,114.666667
164.000000,123.333333
155.666667,131.666667
146.666667,138.333333
141.333333,141.666667
128.666667,143.333333
