WKT	NATURAL	LANDUSE	WOOD	NAME	NAME_EN	OSM_TYPE	OSM_ID
"MULTIPOLYGON (((73.469434 5.5506915,73.4699758 5.5507556,73.4704103 5.5510546,73.4708395 5.5514871,73.4710385 5.5517666,73.4707861 5.5519171,73.4705569 5.5520498,73.4702976 5.5523214,73.4700825 5.552546,73.4701045 5.552934,73.4699597 5.5527685,73.4698041 5.5526617,73.4695198 5.5524588,73.4692945 5.5525229,73.4691658 5.5523947,73.4689029 5.5523574,73.4687473 5.552021,73.468404 5.5518982,73.4679212 5.5518777,73.4684078 5.5515046,73.46774 5.5506418,73.4675082 5.5502323,73.4676905 5.5497785,73.4682914 5.5501256,73.4686991 5.5503872,73.4692194 5.5506488,73.469434 5.5506915),(73.4695735 5.5522292,73.4694072 5.5522025,73.4691336 5.5519302,73.4684094 5.5511507,73.4678551 5.5505741,73.4682204 5.5501445,73.4694072 5.5509585,73.4694072 5.5510653,73.4695305 5.5511507,73.4696861 5.551172,73.4698524 5.5512682,73.470244 5.5514764,73.470362 5.5515138,73.4704264 5.5516045,73.4703513 5.55177,73.4700938 5.5519302,73.4695735 5.5522292)))"	wood					relation	"1636144"
"MULTIPOLYGON (((72.9479646 4.0067507,72.9478581 4.0064997,72.9480326 4.0064642,72.9480044 4.0063458,72.9479499 4.00616,72.9477278 4.0060957,72.9477331 4.0059426,72.9479268 4.0057033,72.9483455 4.0056038,72.9485751 4.0055034,72.948815 4.0055062,72.9488554 4.005722,72.9492543 4.0056657,72.9492816 4.0054808,72.9494237 4.0054611,72.9497509 4.0054757,72.949723 4.0056132,72.9499209 4.0056712,72.9499714 4.0055581,72.950376 4.0057802,72.9506457 4.0060524,72.9507241 4.0061554,72.9507385 4.0062649,72.9507332 4.0063368,72.95072 4.0063904,72.9506759 4.0064661,72.9505382 4.0065321,72.9503111 4.0067198,72.949982 4.0068979,72.9494999 4.0070826,72.949158 4.0071469,72.9490403 4.0071407,72.9489081 4.0071337,72.9487647 4.0071075,72.9486048 4.0070783,72.9482986 4.0069735,72.9481495 4.0069076,72.9480488 4.0068456,72.9479646 4.0067507),(72.9498072 4.0067141,72.9496582 4.0064406,72.94988 4.0063426,72.9501796 4.0060765,72.9503555 4.0064308,72.9501149 4.0066374,72.9498268 4.0067607,72.9498072 4.0067141)))"	wood					relation	"1935523"
"MULTIPOLYGON (((73.1864263 -0.6892799,73.1862883 -0.6893005,73.1861269 -0.6893856,73.1859978 -0.6895118,73.1860007 -0.6896996,73.1860243 -0.6898247,73.1862316 -0.6900456,73.186221 -0.6901916,73.1863235 -0.6902643,73.1864146 -0.6901575,73.1865437 -0.690087,73.1866552 -0.689999,73.1867051 -0.6898875,73.1868343 -0.6898141,73.1869253 -0.6897084,73.1869928 -0.6896204,73.1871161 -0.6895206,73.1872511 -0.6895235,73.187301 -0.6896116,73.187398 -0.6895195,73.1875417 -0.6893738,73.1875035 -0.6893063,73.1875417 -0.6892007,73.1876856 -0.6890998,73.187888 -0.6889219,73.1880113 -0.6889307,73.1880966 -0.6888562,73.1882432 -0.6886695,73.1882344 -0.6886078,73.1881845 -0.6885697,73.1882344 -0.6884816,73.1882989 -0.6884024,73.1884281 -0.6882175,73.1884839 -0.688285,73.1886541 -0.6880971,73.1887011 -0.6879563,73.1888449 -0.6879621,73.1889124 -0.6878095,73.1890094 -0.6878583,73.1892354 -0.6878113,73.1892323 -0.687698,73.1893116 -0.687472,73.1892852 -0.687334,73.1894525 -0.6871961,73.1895082 -0.6870259,73.1896667 -0.6869525,73.1896873 -0.6868028,73.1898487 -0.6865563,73.1901129 -0.6863156,73.1903213 -0.6860838,73.1907028 -0.6856024,73.191058 -0.6852326,73.1913104 -0.6849538,73.1910785 -0.6849098,73.19092 -0.6851328,73.1907175 -0.6852913,73.1904856 -0.6855819,73.1903594 -0.6855202,73.1901833 -0.6856112,73.1900395 -0.685758,73.1899397 -0.6856582,73.1900483 -0.685532,73.1899602 -0.6853647,73.1896286 -0.6854733,73.1894355 -0.6857128,73.1892294 -0.6858959,73.1890826 -0.686105,73.1889643 -0.6862565,73.1888481 -0.6864267,73.1887451 -0.6865152,73.1885983 -0.6867852,73.1885044 -0.6869055,73.1883635 -0.6870523,73.188161 -0.6872137,73.1879408 -0.6874045,73.1876943 -0.6875542,73.1874624 -0.6877449,73.1873744 -0.6879093,73.187298 -0.6879944,73.1872922 -0.6881177,73.1872088 -0.6883654,73.1871894 -0.6885726,73.1870486 -0.6888309,73.1868519 -0.6890539,73.1866083 -0.6892242,73.1864263 -0.6892799),(73.1888533 -0.6870217,73.1888093 -0.6871039,73.1887418 -0.6871597,73.1886978 -0.6872125,73.1887418 -0.6872829,73.1887975 -0.6873211,73.1888474 -0.6873798,73.188915 -0.6874121,73.1889854 -0.6874737,73.1890412 -0.6874796,73.1890793 -0.687415,73.1890441 -0.6873123,73.1890588 -0.6872301,73.1891145 -0.6872037,73.1891234 -0.6871303,73.18905 -0.6870863,73.1889472 -0.6870599,73.1888533 -0.6870217),(73.1884806 -0.6874854,73.1884365 -0.6875265,73.1884218 -0.687597,73.1884307 -0.6876997,73.1884218 -0.6878083,73.1884688 -0.6878611,73.1885451 -0.6878288,73.1886361 -0.687823,73.18873 -0.6877877,73.1887242 -0.6876938,73.1887447 -0.6876234,73.188824 -0.6876058,73.1887887 -0.6875295,73.1886948 -0.6874884,73.1886068 -0.6874678,73.1885099 -0.687462,73.1884806 -0.6874854)))"	wood					relation	"2026434"
"MULTIPOLYGON (((73.1940945 -0.6725763,73.1940027 -0.6725667,73.1938886 -0.6725418,73.1937558 -0.6725148,73.1936084 -0.6724463,73.1934984 -0.6723695,73.1933282 -0.6723197,73.1931767 -0.6722305,73.1930148 -0.6721474,73.1928882 -0.6720582,73.1927803 -0.6720478,73.1926973 -0.6720271,73.1925395 -0.6719793,73.1924524 -0.6719939,73.1923257 -0.6719752,73.1922012 -0.6719378,73.1920891 -0.6719669,73.191865 -0.6719939,73.1918201 -0.6720741,73.1917057 -0.67208,73.1914914 -0.6719773,73.1913887 -0.6719773,73.191344 -0.6720146,73.1914623 -0.6722533,73.1916886 -0.6724359,73.1919044 -0.6726538,73.192139 -0.6729236,73.1924482 -0.6732162,73.1927367 -0.6736168,73.1929774 -0.6741273,73.1931186 -0.6745299,73.1932618 -0.674972,73.1933116 -0.6753248,73.1933759 -0.6756091,73.1934278 -0.6759453,73.1934673 -0.6762442,73.1934548 -0.6764828,73.1935171 -0.6767837,73.1935524 -0.6770805,73.1935586 -0.6774105,73.1935399 -0.6777405,73.1935399 -0.6780144,73.1935171 -0.6782904,73.1934714 -0.6786287,73.1934188 -0.6787908,73.1935745 -0.6789071,73.1935102 -0.6793885,73.1934583 -0.6797185,73.1934002 -0.6801917,73.1933254 -0.6807852,73.1933296 -0.6810633,73.1933192 -0.681358,73.1931303 -0.6818042,73.1931677 -0.6819474,73.1934661 -0.6820727,73.1935906 -0.6819274,73.1936715 -0.6817551,73.1937462 -0.6815808,73.1938749 -0.6814459,73.1939912 -0.6812986,73.194124 -0.6811159,73.1943253 -0.6809686,73.1944 -0.680871,73.1945245 -0.6807258,73.1946802 -0.6805722,73.1948151 -0.6804394,73.1949625 -0.6802982,73.1950683 -0.6801737,73.1952136 -0.6800554,73.1953132 -0.6799579,73.1954917 -0.6798168,73.1956785 -0.6796715,73.1958404 -0.67952,73.1959566 -0.6793976,73.1960272 -0.6792938,73.1961522 -0.6792723,73.1962124 -0.679154,73.1962353 -0.6790067,73.1963183 -0.6789091,73.1963491 -0.6787893,73.1964532 -0.6787846,73.1964822 -0.6786933,73.1965223 -0.6785164,73.1965943 -0.678355,73.196672 -0.6782317,73.1967659 -0.677991,73.1968011 -0.6777973,73.1969285 -0.6776619,73.1969305 -0.677529,73.1968657 -0.6774833,73.1969038 -0.6773541,73.1969361 -0.6772367,73.196986 -0.6770841,73.1970653 -0.6767965,73.1971357 -0.6764824,73.1972355 -0.6761479,73.1972884 -0.6757487,73.19735 -0.6754552,73.1973705 -0.6751588,73.1973676 -0.6749064,73.1973559 -0.6746569,73.1973647 -0.6744192,73.1973118 -0.6741961,73.1972238 -0.6739496,73.1972311 -0.6738416,73.1971294 -0.6737533,73.1970061 -0.6735596,73.1968067 -0.6734094,73.1964616 -0.6730812,73.1962834 -0.6729958,73.1961138 -0.6729491,73.1958894 -0.6729442,73.1957146 -0.67298,73.1956388 -0.6730691,73.1955273 -0.6731043,73.1953717 -0.6730397,73.1952279 -0.6729018,73.1951234 -0.6727843,73.194972 -0.6727789,73.1948517 -0.6727965,73.1947344 -0.6727711,73.1946232 -0.6727785,73.1945293 -0.6727404,73.1944654 -0.6725956,73.1944169 -0.6725652,73.1943527 -0.6725529,73.1942223 -0.6726419,73.1940945 -0.6725763),(73.1941193 -0.6728891,73.1940695 -0.6729762,73.1940654 -0.6730945,73.194138 -0.6731941,73.1941712 -0.6732875,73.1941733 -0.6733809,73.1941256 -0.673493,73.1940675 -0.673605,73.1940239 -0.6737026,73.1940135 -0.6738084,73.1940778 -0.6738479,73.1941401 -0.6738022,73.1941816 -0.6737731,73.1942065 -0.6738188,73.1942584 -0.6738603,73.1944016 -0.6738541,73.1945593 -0.6738562,73.1947358 -0.6738084,73.1949018 -0.6737524,73.1949848 -0.6736507,73.1950699 -0.67352,73.1951218 -0.6733685,73.1951592 -0.6732149,73.1951654 -0.6730924,73.1951488 -0.6730115,73.1950429 -0.6729845,73.1949101 -0.6729617,73.1947939 -0.6729326,73.1946714 -0.6728994,73.1945365 -0.6728641,73.1943373 -0.6728268,73.1942065 -0.6728309,73.1941193 -0.6728891),(73.196664 -0.6736291,73.1968079 -0.6736644,73.1968079 -0.673773,73.1967286 -0.6739021,73.1966905 -0.6740342,73.1966171 -0.6742073,73.1963764 -0.6741721,73.1962707 -0.6741163,73.1960799 -0.6740488,73.1960066 -0.6738962,73.1961533 -0.673814,73.1962942 -0.6737788,73.1962619 -0.6736057,73.1963764 -0.6735235,73.1965085 -0.673588,73.196664 -0.6736291),(73.1944278 -0.6742118,73.1943614 -0.6744028,73.1944735 -0.6745688,73.1943282 -0.6748593,73.1943531 -0.6750337,73.1945565 -0.6750669,73.194598 -0.6752038,73.1947059 -0.6754072,73.1947184 -0.6755525,73.1950048 -0.6755442,73.1951999 -0.6754902,73.1953203 -0.6754861,73.1954614 -0.6752703,73.1955486 -0.6750835,73.1957312 -0.6749548,73.1960342 -0.6748676,73.1962127 -0.6748095,73.196304 -0.674851,73.1964037 -0.6750503,73.1965282 -0.6752246,73.1966942 -0.6752329,73.1967565 -0.6750959,73.1966984 -0.674905,73.1966527 -0.6747348,73.196524 -0.6746061,73.1962501 -0.6746435,73.1960716 -0.6745688,73.1960591 -0.674465,73.1960218 -0.674382,73.1957063 -0.6744567,73.1955984 -0.6744941,73.1955361 -0.6743779,73.1953618 -0.6742907,73.1952663 -0.6743488,73.1953203 -0.6745605,73.1954656 -0.6745771,73.1953535 -0.674768,73.1952289 -0.6748054,73.1951169 -0.674739,73.1949176 -0.6747473,73.1948761 -0.6745978,73.1949425 -0.6744069,73.1949425 -0.6742824,73.1947225 -0.6741662,73.1944942 -0.6742201,73.1944278 -0.6742118),(73.1941449 -0.6794862,73.194036 -0.6795064,73.1938955 -0.679569,73.193819 -0.6796331,73.1937495 -0.6797292,73.1937318 -0.6798143,73.1937553 -0.6799111,73.1937964 -0.6800285,73.1938815 -0.6801283,73.1939813 -0.6802575,73.1940078 -0.6804453,73.1940635 -0.6805686,73.1941457 -0.6805627,73.1942162 -0.6804717,73.1942338 -0.6803396,73.1942807 -0.6802868,73.1943629 -0.6802927,73.1944245 -0.6802134,73.1944568 -0.6801136,73.1945361 -0.6800461,73.1945977 -0.6799874,73.1946095 -0.6798906,73.1946153 -0.6797438,73.1945889 -0.679644,73.1945214 -0.6795531,73.1944392 -0.6794973,73.1943336 -0.679421,73.1942514 -0.6794239,73.1941449 -0.6794862)))"	wood					relation	"2026435"
"MULTIPOLYGON (((73.3693654 5.9673263,73.3693384 5.9674757,73.3684828 5.9678602,73.3653776 5.9681341,73.364663 5.9677564,73.3645012 5.9676086,73.3643944 5.9670409,73.3643826 5.9667233,73.3642084 5.9663621,73.3644376 5.9657406,73.3653318 5.9646174,73.367073 5.9634791,73.3683002 5.9630491,73.3692802 5.9629235,73.370222 5.96299,73.3712485 5.9633361,73.3719064 5.9640702,73.3719965 5.9644838,73.3719374 5.9649294,73.371682 5.965402,73.3712152 5.9657771,73.3707104 5.9664632,73.3693654 5.9673263),(73.3703334 5.9649172,73.3707658 5.9652441,73.3709545 5.9649973,73.3705221 5.9646704,73.3703334 5.9649172),(73.3686022 5.9676352,73.3684266 5.9671597,73.3671289 5.9671742,73.36588 5.9665483,73.3652604 5.9668249,73.3651287 5.9675236,73.3653775 5.9677177,73.3664898 5.9675818,73.3668996 5.9677953,73.3686022 5.9676352),(73.3672503 5.9644046,73.3673572 5.9649296,73.3668743 5.9649845,73.3667225 5.9644732,73.3672503 5.9644046),(73.3672865 5.9637227,73.3673124 5.9642865,73.3669605 5.9643025,73.3669346 5.9637387,73.3672865 5.9637227),(73.3677677 5.9644149,73.3680023 5.9644458,73.3679885 5.9649055,73.3677574 5.9648815,73.3677677 5.9644149),(73.3673848 5.9643703,73.3676746 5.9643669,73.3676746 5.9648644,73.3674193 5.9648678,73.3673848 5.9643703),(73.3677056 5.9642639,73.3680161 5.9642811,73.3680161 5.9637767,73.3677125 5.9638591,73.3677056 5.9642639),(73.3684025 5.963715,73.3686991 5.9641953,73.3689234 5.9638591,73.3688164 5.9637424,73.3684025 5.963715),(73.3683648 5.9664128,73.3697653 5.9661932,73.3701483 5.9659633,73.3702725 5.9661486,73.3691651 5.9667936,73.3690547 5.9665569,73.3683648 5.9664128),(73.3676263 5.9641782,73.3673883 5.9641953,73.3673883 5.9636841,73.3676435 5.9636292,73.3676263 5.9641782),(73.3687233 5.9635331,73.3690441 5.96354,73.3690027 5.9631523,73.3687336 5.9631935,73.3687233 5.9635331),(73.3684611 5.9643291,73.3688095 5.9647683,73.3687612 5.965108,73.3683438 5.9652418,73.3681989 5.9648095,73.3683921 5.9647683,73.3684611 5.9643291),(73.3685784 5.9632552,73.3685819 5.9635263,73.3683852 5.9635331,73.3683956 5.9632449,73.3685784 5.9632552)))"	wood					relation	"3458719"
"MULTIPOLYGON (((73.3942782 5.9657099,73.3944794 5.9661467,73.3945962 5.9673141,73.394458 5.9679341,73.3941786 5.9685617,73.3935497 5.9691363,73.3926604 5.9694991,73.3921846 5.9694097,73.3914592 5.9687233,73.3911561 5.9684364,73.3910946 5.9682126,73.3912227 5.9678742,73.3912713 5.9676006,73.3914247 5.9674661,73.3918948 5.9666782,73.3931733 5.9655913,73.3936152 5.9655003,73.3939773 5.9655475,73.3942782 5.9657099),(73.3914312 5.968003,73.3920134 5.9687377,73.393885 5.9684824,73.3943577 5.9678126,73.3942957 5.9667296,73.3944648 5.9662639,73.3937638 5.965917,73.3935692 5.9663083,73.3933219 5.9661265,73.3929634 5.9662057,73.3924588 5.9669013,73.3922065 5.9667472,73.3916886 5.9675925,73.3915779 5.9675397,73.3914312 5.968003)))"	wood					relation	"3460749"
"MULTIPOLYGON (((73.1120359 5.1435695,73.1123114 5.1437025,73.1144028 5.1431749,73.1155535 5.1423054,73.1166003 5.1409504,73.117878 5.1400809,73.1180391 5.1396018,73.1178484 5.1392852,73.1168588 5.1388842,73.1163757 5.1389117,73.1152738 5.1394625,73.1144961 5.1400556,73.1142121 5.1400809,73.1131081 5.1415034,73.1125847 5.1419234,73.1122054 5.1426515,73.11193 5.1429406,73.1119215 5.1433015,73.1120359 5.1435695),(73.1152868 5.1400142,73.1161556 5.1408542,73.1165455 5.1404342,73.116412 5.1402865,73.1164438 5.1399826,73.116323 5.1399087,73.1161472 5.1400311,73.1156216 5.1395879,73.1152868 5.1400142)))"	scrub					relation	"3524671"
"MULTIPOLYGON (((73.1096838 5.1351728,73.1101663 5.1344714,73.1110204 5.1325731,73.1100344 5.1322239,73.1087998 5.1324865,73.1082064 5.1324537,73.1066721 5.1329372,73.1060787 5.1334685,73.105815 5.1342684,73.1061117 5.1344952,73.105833 5.1348236,73.1059828 5.1351041,73.1055663 5.135319,73.1055603 5.1362055,73.1059229 5.136683,73.1074123 5.1372322,73.1079187 5.1372143,73.1079996 5.1369845,73.1064683 5.1356145,73.1069478 5.135122,73.1071845 5.135322,73.1079367 5.134549,73.1082064 5.1347848,73.1086829 5.13434,73.1089724 5.1345809,73.1092103 5.1343311,73.1094321 5.1345311,73.1092215 5.1347881,73.1096838 5.1351728),(73.1058959 5.1358742,73.1056472 5.1362294,73.1061057 5.1366442,73.1063574 5.1367039,73.1065792 5.1363667,73.1058959 5.1358742)))"	wood					relation	"3524674"
