WKT	
"MULTILINESTRING ((73.5136775 4.0838315,73.5137743 4.0838676,73.5137871 4.0839456,73.5138056 4.0840139,73.5138485 4.0839825,73.5139137 4.0838616,73.5139647 4.0836487,73.5139496 4.0835426,73.5138445 4.0835792,73.5137244 4.0835421,73.5135773 4.0834939,73.513468 4.0834527,73.5134366 4.0833674,73.5133812 4.0831411,73.5132444 4.0830127,73.513121 4.0828736,73.5129172 4.0827478,73.5124612 4.0826435,73.5122554 4.0827066,73.5121107 4.0827897,73.5120378 4.0828356,73.5119884 4.0828803,73.5119462 4.0829217,73.5119301 4.0830234,73.5118577 4.0831572,73.5117665 4.0833284,73.5115868 4.0834649,73.5115063 4.0837351,73.5113132 4.0839438,73.5112059 4.084115,73.5109618 4.0843959,73.5107893 4.0845573,73.5107275 4.0846355,73.5107393 4.0847951,73.5106559 4.0850015,73.510538 4.08503,73.5104281 4.085046,73.5103154 4.085046,73.5101652 4.0850433,73.5100686 4.0850728,73.5100472 4.0851798,73.5101813 4.0852948,73.5103878 4.0853671,73.5105488 4.0853564,73.5106775 4.0853243,73.5108304 4.0852841,73.5109135 4.0852413,73.5111576 4.0851611,73.5113856 4.0850514,73.5115068 4.0850833,73.5117368 4.0850733,73.5120493 4.0849302,73.5122279 4.0848665,73.5124225 4.0847396,73.5127634 4.0844907,73.5130893 4.0842318,73.5135492 4.0838596,73.5136775 4.0838315))"
"MULTILINESTRING ((73.5105999 4.17957,73.5109561 4.1794544,73.5110497 4.1794311,73.5111345 4.1794079,73.5112165 4.1793864,73.5112694 4.179372,73.5113052 4.1793613,73.5113875 4.1793347,73.5114706 4.1793112,73.5116172 4.1792688,73.5137367 4.1786693,73.5143732 4.1784893,73.5154131 4.1781954,73.5155304 4.1786201,73.5147496 4.1788475,73.514732 4.1788349,73.5147148 4.1788345,73.5146998 4.1788426,73.5146907 4.1788572,73.5146913 4.1788778,73.5147012 4.1788921,73.5147164 4.1788992,73.5147383 4.1788959,73.5147538 4.1788779,73.5155404 4.1786539,73.5155484 4.1786833,73.5158937 4.178593,73.5158844 4.1785596,73.5163838 4.1784058,73.5163978 4.1784121,73.5164156 4.1784105,73.5164302 4.1783989,73.5164359 4.1783825,73.5164328 4.1783665,73.5164231 4.1783548,73.5164075 4.1783486,73.5163913 4.1783509,73.5163767 4.1783631,73.5163717 4.1783776,73.5158735 4.178527,73.5157497 4.1780986,73.5163851 4.1779209,73.5165689 4.1778695,73.5165973 4.1778613,73.5169707 4.1777447,73.5169886 4.1778079,73.5170283 4.1779411,73.5170592 4.1780452,73.5170679 4.178076,73.5167592 4.1781719,73.5167426 4.1781688,73.5167238 4.1781767,73.5167152 4.1781883,73.5167126 4.1782038,73.5167172 4.178218,73.5166749 4.1782864,73.5166591 4.1782876,73.5166466 4.1782952,73.51664 4.1783051,73.5166378 4.1783203,73.5166431 4.1783344,73.5166547 4.1783445,73.5166671 4.1783478,73.5166807 4.1783453,73.5166941 4.1783343,73.5166994 4.1783188,73.516698 4.1783078,73.5167461 4.1782337,73.5167616 4.1782293,73.5167734 4.1782174,73.5167777 4.1782002,73.5169398 4.178165,73.5170853 4.1781215,73.51767 4.1779517,73.5178135 4.177953,73.5179564 4.177899,73.518274 4.1777306,73.5185861 4.1774788,73.5189649 4.1768217,73.5190463 4.1764252,73.5188527 4.1747847,73.5188133 4.1744506,73.5187824 4.1744654,73.5188062 4.1746638,73.5187026 4.1746681,73.5185873 4.174628,73.5185175 4.1745905,73.5184344 4.1745076,73.5183968 4.1744167,73.5183727 4.1743043,73.5183646 4.174216,73.5183646 4.174093,73.5184317 4.1739699,73.5185255 4.1738869,73.5186382 4.1738495,73.5187239 4.1738982,73.5187256 4.1739608,73.5187778 4.1739565,73.5187473 4.1736355,73.5187296 4.1734497,73.5187203 4.1733521,73.5186628 4.1733315,73.5183672 4.1731793,73.5181475 4.1730442,73.5179777 4.1728153,73.517808 4.1725166,73.5177533 4.1723086,73.5177333 4.1718871,73.5177086 4.1713673,73.5178008 4.1712389,73.5177587 4.1706761,73.5178375 4.1706088,73.5181454 4.1706235,73.5181315 4.1704799,73.5180241 4.1704369,73.5178953 4.1703853,73.517515 4.1702396,73.5172625 4.1701637,73.5169324 4.1700678,73.516628 4.169977,73.5143682 4.1694615,73.5143314 4.1694993,73.5142034 4.1696026,73.5141009 4.1696585,73.5138017 4.1697108,73.5130707 4.1695944,73.5125969 4.169519,73.5105671 4.1691826,73.5093115 4.1692255,73.5057194 4.1693068,73.5057033 4.1688769,73.5068492 4.1688766,73.5069412 4.1687961,73.5069439 4.1687373,73.5068741 4.1686998,73.506842 4.1686223,73.5067561 4.1684724,73.5066864 4.1683601,73.5066488 4.1683975,73.5066944 4.1684671,73.5067454 4.1685661,73.5067534 4.168657,73.5067561 4.1687239,73.5058388 4.1687186,73.5057637 4.1686597,73.505576 4.1685019,73.5053989 4.1684243,73.5044227 4.1683711,73.5040256 4.1683494,73.5027462 4.1683039,73.5019281 4.1683066,73.5013676 4.1683842,73.5010403 4.1684885,73.5008204 4.1686249,73.500697 4.1687694,73.5006112 4.1689673,73.5005468 4.169283,73.5004798 4.1696174,73.5005334 4.1700989,73.5004958 4.1701497,73.5005119 4.1702701,73.5005736 4.1702915,73.5005602 4.1707837,73.5005897 4.1708292,73.5005736 4.1712225,73.5005978 4.1712599,73.5006326 4.1712519,73.5006353 4.171169,73.5006514 4.1708399,73.5006836 4.1708132,73.5007507 4.1704199,73.5009974 4.1704494,73.5009599 4.1706901,73.5009706 4.1707383,73.5010242 4.1707249,73.5010967 4.1704868,73.50155 4.1696602,73.5027838 4.1696334,73.502904 4.1707048,73.5022013 4.1708012,73.5022335 4.1710606,73.5029416 4.1710151,73.5029952 4.1715983,73.5022574 4.1716723,73.5015803 4.1717402,73.5014725 4.171751,73.5012209 4.1717762,73.5011523 4.1711968,73.5010761 4.1712053,73.5009771 4.1715788,73.501068 4.1717761,73.5006762 4.1731831,73.5008875 4.1737076,73.5008647 4.1738157,73.5008365 4.1739002,73.5008311 4.1739457,73.5009599 4.174264,73.5009962 4.1742468,73.5010725 4.1742105,73.5011932 4.1742426,73.5012925 4.174355,73.5015687 4.1747696,73.5016331 4.1750158,73.5016311 4.1750652,73.5015982 4.17508,73.5015607 4.1751522,73.5015835 4.1751669,73.5015526 4.1752512,73.5016123 4.1752866,73.5016009 4.175322,73.5016908 4.1753702,73.5017109 4.1753448,73.5017699 4.1754478,73.5017927 4.1756952,73.5017415 4.1759178,73.5016783 4.1759895,73.5016444 4.1760243,73.5016467 4.1760615,73.5019442 4.1767786,73.5019724 4.1768321,73.5020462 4.176998,73.50214 4.1770221,73.5022595 4.1774013,73.5027767 4.1780909,73.5036182 4.1792823,73.5036515 4.1792583,73.503632 4.1792315,73.5036397 4.1792034,73.503427 4.1789301,73.5039928 4.178492,73.504644 4.1787396,73.5042637 4.1797348,73.5040739 4.1796627,73.5038841 4.179502,73.5038629 4.1795122,73.5040646 4.1796885,73.5051696 4.180367,73.5051169 4.1805014,73.5060361 4.1808683,73.5060623 4.1807552,73.5063987 4.1808472,73.5064491 4.1807128,73.5063326 4.1806724,73.5066212 4.179897,73.5070786 4.1800374,73.5068406 4.180821,73.5068223 4.1808814,73.5084566 4.1810293,73.5084499 4.1809892,73.5084057 4.1809671,73.5083923 4.1809304,73.5072939 4.1808327,73.5071979 4.1806433,73.5074991 4.1795834,73.5090892 4.1801901,73.5096064 4.1801859,73.5097634 4.1806444,73.5087109 4.1810137,73.5086775 4.1810019,73.5086588 4.1810105,73.5086505 4.181027,73.5086527 4.1810483,73.5086717 4.1810624,73.508693 4.1810644,73.5087102 4.181052,73.5110714 4.1803156,73.5111032 4.1803127,73.511125 4.180291,73.5111243 4.1802622,73.511106 4.1802433,73.5110736 4.1802433,73.5110474 4.1802668,73.5102088 4.1805229,73.5100943 4.1802535,73.5100167 4.1800381,73.5105461 4.1795875,73.5105999 4.17957))"
"MULTILINESTRING ((72.8986322 5.4069839,72.8981334 5.4070747,72.8978705 5.4072189,72.8978544 5.4076622,72.8979778 5.4079292,72.8984391 5.4082069,72.8986966 5.4081054,72.8991419 5.408004,72.8993564 5.4079292,72.8995281 5.4078064,72.8996676 5.4076461,72.8996086 5.406797,72.8994315 5.4066795,72.8992545 5.4067863,72.899158 5.4069145,72.8990775 5.4069786,72.8986322 5.4069839))"
"MULTILINESTRING ((72.9507224 5.0130748,72.9525653 5.0119737,72.9533221 5.0117489,72.9538893 5.0115805,72.9539386 5.0114248,72.9535603 5.0109169,72.9526722 5.0106711,72.9525982 5.0101059,72.9523679 5.0099256,72.9519567 5.009811,72.9516936 5.0099994,72.951636 5.0104417,72.9509123 5.010794,72.9506574 5.0107367,72.9506163 5.0109005,72.9502791 5.0112118,72.9497035 5.0119,72.9494953 5.0125331,72.9492992 5.0130081,72.949267 5.0134543,72.9493274 5.0135946,72.9494145 5.0136373,72.9495232 5.0136534,72.9499041 5.0135679,72.9501579 5.0134886,72.9501787 5.0134797,72.9502023 5.0134713,72.9507224 5.0130748))"
"MULTILINESTRING ((73.1278936 5.2126014,73.1265022 5.2125446,73.1251507 5.2127518,73.1243152 5.2130415,73.1235112 5.2134163,73.1228126 5.213882,73.1221939 5.214518,73.1217465 5.2151519,73.1215771 5.2156553,73.1217756 5.2165485,73.1217552 5.2168571,73.1218894 5.2172467,73.122113 5.2170093,73.1223567 5.2166993,73.1222724 5.2168756,73.1221684 5.2170115,73.1219559 5.2172706,73.1228234 5.2178418,73.1237311 5.2179627,73.1239209 5.2179444,73.1244026 5.2178476,73.1247344 5.2177805,73.1248484 5.2175846,73.1255242 5.2173915,73.126046 5.217136,73.1265449 5.2167555,73.1276715 5.2154745,73.1283498 5.2145521,73.1286976 5.2137542,73.1286466 5.2132273,73.128441 5.21282,73.1278936 5.2126014))"
"MULTILINESTRING ((72.8246892 5.5118458,72.8244317 5.5121769,72.8245068 5.5123691,72.8250862 5.5127963,72.8253436 5.513138,72.8256999 5.5144369,72.8260947 5.5147933,72.8265667 5.5150069,72.8279615 5.5159787,72.8285623 5.5158398,72.8289593 5.5154661,72.8294528 5.5153486,72.8291202 5.5148146,72.8289271 5.5145156,72.8286572 5.5141901,72.8282726 5.5138001,72.8277601 5.5135422,72.8273754 5.5131547,72.8272426 5.512839,72.8265989 5.5124118,72.8261268 5.5120914,72.8254516 5.511988,72.8246892 5.5118458))"
"MULTILINESTRING ((73.6578143 5.3318475,73.6573 5.3318464,73.6572989 5.332362,73.6580698 5.3326215,73.6580709 5.3321059,73.6578137 5.3321053,73.6578143 5.3318475))"
"MULTILINESTRING ((73.3693823 5.8596064,73.3689225 5.8590087,73.3680881 5.8587771,73.3665424 5.8593394,73.3649806 5.8601007,73.3639133 5.8609171,73.3630703 5.8616114,73.362928 5.8621821,73.3627337 5.8624971,73.3629891 5.8629895,73.3639028 5.8634305,73.3652368 5.8632219,73.3666051 5.8626506,73.3675183 5.8622267,73.3680892 5.8617937,73.3693511 5.8605203,73.3695866 5.8602083,73.3693823 5.8596064))"
"MULTILINESTRING ((72.9729533 5.6085082,72.9719232 5.6088907,72.9708941 5.6090164,72.9700888 5.609144,72.9694164 5.6098724,72.9688308 5.6106835,72.9689801 5.611839,72.9691496 5.6124243,72.9694971 5.6129302,72.9700441 5.6127901,72.9701322 5.6118006,72.9702814 5.6110041,72.9708909 5.6099177,72.9721788 5.6094068,72.9724368 5.60915,72.9729516 5.6090234,72.9729533 5.6085082))"
"MULTILINESTRING ((72.9385505 5.0103778,72.9393236 5.0100057,72.9395259 5.0099083,72.9402483 5.0095253,72.9409484 5.0098426,72.941589 5.0107667,72.942274 5.0116581,72.9427842 5.0121733,72.9443936 5.0125972,72.9444126 5.0120656,72.9446171 5.0112602,72.9449341 5.0102943,72.9452774 5.0098761,72.9456406 5.009849,72.9457336 5.0094551,72.9461697 5.0091828,72.9463674 5.0089685,72.9462395 5.008424,72.9460476 5.0084066,72.9457455 5.0084363,72.9454497 5.0083012,72.9442419 5.0079574,72.9422039 5.0073581,72.9401503 5.0067788,72.9397268 5.0063907,72.9393895 5.0061764,72.9385812 5.0063154,72.9381858 5.0067325,72.9377018 5.0070343,72.9375752 5.0073986,72.9377904 5.0082965,72.937895 5.0091075,72.938273 5.009959,72.9383544 5.0102776,72.9385505 5.0103778))"
