WKT	NAME	NAME_EN	TYPE	OSM_TYPE	OSM_ID
"MULTIPOLYGON (((73.5316984 4.2191525,73.531511 4.2190976,73.5314314 4.2190068,73.5313443 4.2185024,73.5312122 4.2179445,73.5309937 4.217396,73.5308336 4.2167662,73.5305849 4.2162357,73.5304383 4.216047,73.5304078 4.2160078,73.5300779 4.2148148,73.5296114 4.2133148,73.5292089 4.2120542,73.5280019 4.2084932,73.5277702 4.2078541,73.5273313 4.2065009,73.5274064 4.2045215,73.5273421 4.2043503,73.5271275 4.204147,73.5269558 4.2039758,73.5268159 4.2034415,73.5264516 4.2020498,73.5264516 4.2007444,73.5260332 4.1980854,73.5259527 4.1981122,73.5257776 4.1969696,73.5256162 4.1968842,73.5255952 4.1968555,73.5255899 4.1968304,73.5256034 4.1968075,73.5256233 4.1967922,73.5256583 4.1967918,73.525822 4.1968799,73.5258826 4.1969936,73.5259811 4.1976489,73.5260776 4.1977349,73.5264194 4.1977345,73.5265088 4.1976626,73.5265186 4.1972353,73.5264711 4.1971919,73.5265131 4.1969247,73.5264748 4.1968798,73.5265205 4.1966168,73.526478 4.1965671,73.5265436 4.1962129,73.5265481 4.1959463,73.525624 4.1959368,73.5255672 4.1955388,73.5256005 4.1940757,73.5253101 4.1941061,73.5254097 4.1952731,73.5253766 4.1952759,73.5252402 4.1938172,73.5250813 4.193692,73.5250552 4.1935279,73.5250936 4.1935012,73.5253452 4.1935007,73.5253658 4.1935007,73.5252678 4.1924026,73.5251386 4.1924038,73.5251369 4.1923681,73.5253128 4.1923664,73.5253765 4.1932972,73.5267321 4.1933366,73.526781 4.190421,73.5267838 4.1902553,73.5267865 4.1900908,73.5267893 4.189924,73.5267961 4.1895173,73.5268003 4.1892718,73.5268007 4.1892455,73.5262185 4.1886576,73.526125 4.1886533,73.5261299 4.1885852,73.5261312 4.1885492,73.5261315 4.1885368,73.5261318 4.1885257,73.526134 4.1884324,73.5261342 4.1884214,73.5261345 4.1884075,73.5261368 4.188286,73.5261367 4.1882783,73.5261366 4.1882682,73.5261398 4.1881525,73.5261396 4.1881408,73.5261393 4.1881285,73.5261414 4.1880132,73.5261421 4.1880059,73.5261412 4.187998,73.5261417 4.1878822,73.5261423 4.1878748,73.5261418 4.1878658,73.5259822 4.1871953,73.5260466 4.1858189,73.5259486 4.1856639,73.5253986 4.1856699,73.5253589 4.1856703,73.52531 4.1856384,73.5251863 4.185492,73.5253774 4.1845323,73.5254431 4.1840655,73.5255745 4.1834145,73.52571 4.1828698,73.5259447 4.1822338,73.5261472 4.1813639,73.5270685 4.1779744,73.5270658 4.1778928,73.5270189 4.1778861,73.5269733 4.1778768,73.526984 4.1778019,73.5270765 4.1777885,73.5271221 4.1777604,73.5277127 4.1762275,73.5276865 4.1754623,73.5276582 4.175249,73.5277769 4.1752997,73.5277812 4.1754011,73.5277793 4.176142,73.5279134 4.1760751,73.5280126 4.1760483,73.5283547 4.1760416,73.5284471 4.1760243,73.5285196 4.1759815,73.5285437 4.17592,73.528533 4.1758558,73.5284552 4.1757835,73.52825 4.1756725,73.5281842 4.1756114,73.5281601 4.1755533,73.5281548 4.1754819,73.5281754 4.1754115,73.5281987 4.1753691,73.5282354 4.1753201,73.5283088 4.1752782,73.5284016 4.1752619,73.5284739 4.1752679,73.5285382 4.1752819,73.5286533 4.175334,73.5291455 4.1756305,73.5294438 4.1758158,73.5297524 4.1760075,73.5300807 4.1762424,73.5300597 4.1765361,73.5314655 4.1777447,73.5322531 4.1786339,73.5330608 4.1794442,73.5333092 4.1797756,73.5335308 4.1801471,73.5340668 4.1806093,73.5352944 4.1822542,73.5371988 4.1857243,73.5391642 4.1907185,73.5394556 4.1917741,73.5404769 4.195474,73.5414291 4.1988876,73.5413953 4.1993523,73.5413314 4.1998109,73.541149 4.200239,73.5408385 4.2006604,73.5405394 4.2005034,73.5401182 4.2009726,73.5401868 4.2007777,73.540165 4.2006631,73.5401526 4.2004872,73.5400688 4.200331,73.5399677 4.2002114,73.5398412 4.2000288,73.5397139 4.2000572,73.539564 4.1995386,73.5398765 4.1994718,73.5398121 4.1991895,73.5399061 4.1990676,73.5402305 4.1989847,73.5406624 4.2002865,73.5408311 4.2001036,73.5409515 4.1997544,73.5410057 4.1994839,73.5409907 4.1991869,73.5409036 4.1988658,73.5400177 4.1969045,73.5390237 4.1947404,73.538215 4.1925524,73.5373581 4.1902325,73.5370506 4.1895685,73.5367132 4.1888401,73.5361808 4.1888235,73.535997 4.1888179,73.5359959 4.1888537,73.5356114 4.1888406,73.5356142 4.1887791,73.5352216 4.1887759,73.535188 4.1901948,73.535235 4.1906841,73.5353184 4.1906438,73.5354357 4.190819,73.5353209 4.1908721,73.5353032 4.1912965,73.5352992 4.1913911,73.5352947 4.1915459,73.5352938 4.1915766,73.5352726 4.1915782,73.5351127 4.1915777,73.5349556 4.1915749,73.5345724 4.1915681,73.5343069 4.1915634,73.5341615 4.1915615,73.5339229 4.1915583,73.5339242 4.1913323,73.5339221 4.1909017,73.5339202 4.1904937,73.5339189 4.1903613,73.5339189 4.1895527,73.5336855 4.1895494,73.5334481 4.1895467,73.5334481 4.1892973,73.5333878 4.1892993,73.5333851 4.1893742,73.5333135 4.1893706,73.5333113 4.1893033,73.532795 4.1893009,73.5327347 4.1893006,73.5327337 4.189329,73.5327289 4.1894182,73.532727 4.1894544,73.5327208 4.1895675,73.5327202 4.1895935,73.5327186 4.1896271,73.5327174 4.1896517,73.5327119 4.1897634,73.5327109 4.1897921,73.5327085 4.189839,73.5326897 4.1898543,73.532563 4.1899012,73.5324716 4.1899309,73.5324678 4.1923274,73.5324597 4.1952713,73.532508 4.1953194,73.5333931 4.1953034,73.5334468 4.1953462,73.5334321 4.1976253,73.5334039 4.1976801,73.5333502 4.1977109,73.5332362 4.1977122,73.5331867 4.1976881,73.5331437 4.1976239,73.5331384 4.1974139,73.5324705 4.197422,73.5324705 4.2026839,73.5324705 4.2036227,73.5324789 4.2068142,73.5324812 4.2076886,73.532449 4.2131884,73.5319716 4.2147345,73.5315816 4.2159252,73.5314995 4.2160934,73.5314244 4.2162456,73.5315513 4.2166666,73.5316769 4.2169869,73.5324522 4.2185406,73.5325054 4.2186119,73.5325304 4.2187079,73.5325213 4.218819,73.5316984 4.2191525)))"	ހުޅުލެ	Hulhulé	multipolygon	relation	"6615241"
"MULTIPOLYGON (((73.5389368 4.2233084,73.538757 4.2226675,73.5386531 4.2222967,73.5379693 4.2198579,73.5375154 4.2182393,73.5372345 4.2172384,73.537212 4.217245,73.5371772 4.217116,73.5371367 4.2169657,73.5371539 4.2169499,73.5367479 4.2155123,73.536742 4.2154541,73.5367411 4.2154267,73.5366249 4.2150643,73.5363583 4.2151357,73.5362068 4.2145793,73.5360901 4.2141687,73.5360485 4.2140256,73.535984 4.2136934,73.5356919 4.2137718,73.5352389 4.2121686,73.5357558 4.2120044,73.5356979 4.2117953,73.5354574 4.2109266,73.5356055 4.2108856,73.5354826 4.2104565,73.5353373 4.2104929,73.5347218 4.2082699,73.5348075 4.2082388,73.534717 4.2079433,73.5346405 4.2079654,73.534626 4.2079109,73.5347448 4.2077602,73.5351017 4.2072031,73.5350561 4.207163,73.5352385 4.2068942,73.5353968 4.2069062,73.5356325 4.2066347,73.5401182 4.2009726,73.5405394 4.2005034,73.5408385 4.2006604,73.541137 4.2016776,73.5425461 4.2059795,73.5447889 4.2128265,73.5468301 4.2209819,73.5468494 4.2210152,73.5468586 4.221031,73.5468238 4.2211202,73.5468283 4.221137,73.5468967 4.2213823,73.5469637 4.2216233,73.5470384 4.22165,73.5471352 4.2219494,73.5471118 4.2220332,73.5471211 4.2221612,73.5472985 4.2227185,73.5476354 4.2237814,73.5478223 4.2244964,73.5479259 4.2249753,73.5480046 4.2254262,73.5490736 4.228511,73.5498011 4.2305572,73.5500154 4.2311172,73.5502492 4.2316419,73.5505052 4.2322165,73.5508985 4.2331604,73.5510655 4.2336259,73.5512245 4.2341336,73.5513287 4.2345191,73.5514715 4.2350505,73.5516023 4.2355601,73.5516863 4.235852,73.5517933 4.2363213,73.5518306 4.2367223,73.5517663 4.236947,73.5516643 4.2371022,73.5514444 4.2372894,73.551144 4.2373429,73.5505861 4.237375,73.5505754 4.2375569,73.5508221 4.2375462,73.5511172 4.2376318,73.5514498 4.2377923,73.5517287 4.2380491,73.551868 4.238371,73.5518441 4.2387416,73.551822 4.238926,73.5517858 4.2391263,73.5517333 4.239323,73.5516798 4.2394618,73.5516279 4.239563,73.5515202 4.2397193,73.5514006 4.2398596,73.5512313 4.2400295,73.5510471 4.2402035,73.5507703 4.2404443,73.5505755 4.2405934,73.5503706 4.2407272,73.5500433 4.2408946,73.5498135 4.2409824,73.5495465 4.2410482,73.5493346 4.2410704,73.5492058 4.2410742,73.5476253 4.2411517,73.5472553 4.2411711,73.5463188 4.2408981,73.5456105 4.2407125,73.5444173 4.2404397,73.5433466 4.2401744,73.5424056 4.2399196,73.5419117 4.2397075,73.5416381 4.239601,73.5412393 4.2394205,73.5407551 4.2390989,73.5403466 4.2386944,73.5400737 4.2383193,73.5398022 4.2378666,73.5395212 4.2373521,73.5392807 4.2367994,73.539176 4.2365244,73.5391155 4.2363913,73.5390419 4.2362034,73.5390499 4.2360215,73.5391626 4.2359065,73.5393369 4.2359894,73.5395354 4.235952,73.5396776 4.2358102,73.5398251 4.2356417,73.5398895 4.2355052,73.5398304 4.2353635,73.5396963 4.2351869,73.5394462 4.2350632,73.5392968 4.2349575,73.539123 4.2351497,73.5389775 4.2352898,73.5389366 4.2353285,73.5388903 4.2353482,73.5388426 4.2353224,73.5382416 4.234179,73.5376972 4.2331433,73.5375319 4.23285,73.5373086 4.2324537,73.5370082 4.2318801,73.5366757 4.2312434,73.536462 4.230814,73.5359804 4.2298036,73.5355372 4.2284251,73.5351399 4.2276309,73.5349676 4.2271087,73.5347262 4.2265631,73.5346002 4.2266116,73.5345266 4.2264372,73.5325207 4.221386,73.5320836 4.2201719,73.5327381 4.2199044,73.5328131 4.21991,73.5328602 4.2201487,73.5329273 4.2204223,73.5330084 4.2207415,73.5330903 4.2211116,73.5331603 4.2212611,73.5332825 4.2216033,73.5336555 4.2227751,73.5340105 4.2236646,73.5346889 4.2249911,73.534922 4.2256268,73.5350561 4.2256429,73.5352009 4.2255573,73.5353351 4.2255145,73.5353994 4.2256429,73.535217 4.2257178,73.5352009 4.2258569,73.5353136 4.2259639,73.5354477 4.2261832,73.5356623 4.2264347,73.535952 4.2270071,73.5361826 4.2269857,73.5364562 4.227082,73.5367352 4.2270445,73.5369551 4.2273334,73.5372126 4.2279487,73.5375827 4.2287137,73.5379573 4.2293997,73.5383445 4.229238,73.5399161 4.2285042,73.5402355 4.2288328,73.5409883 4.2299443,73.5414097 4.2307345,73.5416382 4.2315705,73.5414129 4.2323088,73.5411447 4.2328116,73.5405868 4.2334857,73.5400075 4.2340314,73.5396307 4.2345942,73.5398041 4.2346357,73.5400129 4.2346706,73.540079 4.2347083,73.5401187 4.2348411,73.5401297 4.2349229,73.5402094 4.2349488,73.5403149 4.2349652,73.5404176 4.2347829,73.5404839 4.2348251,73.5404545 4.2349248,73.5404315 4.2351237,73.5403064 4.2353204,73.5403021 4.2353866,73.5402879 4.2355568,73.5405226 4.2356499,73.5407296 4.2354069,73.5416608 4.234351,73.5419271 4.2339734,73.5419655 4.2338254,73.5421613 4.2335579,73.5421529 4.2331777,73.542112 4.2330426,73.5421184 4.2328411,73.5421506 4.2326993,73.5422282 4.2325853,73.5423131 4.232458,73.5424973 4.2323204,73.5427595 4.2322015,73.542926 4.2321299,73.5433066 4.2321697,73.5435011 4.2320108,73.5435024 4.2318727,73.5435131 4.2317938,73.5435212 4.2316949,73.5435306 4.2315905,73.5435399 4.2314835,73.543526 4.2314303,73.5434987 4.2314084,73.5434565 4.2313414,73.5433958 4.2313026,73.5433543 4.2312894,73.5433328 4.2312763,73.5433312 4.2312503,73.5433256 4.2312245,73.5432973 4.2311895,73.5432436 4.2311561,73.5432281 4.2311257,73.5431899 4.2311099,73.5431426 4.2310951,73.5431313 4.2310813,73.5431257 4.2310614,73.5431154 4.2310511,73.5430972 4.2310428,73.5430607 4.2309986,73.5429287 4.2310673,73.5428613 4.2309502,73.5426187 4.231087,73.5427259 4.2312728,73.5425451 4.2313767,73.5424256 4.2311743,73.5424559 4.2311555,73.5423285 4.2309282,73.5422992 4.2309432,73.5423165 4.2309743,73.5422211 4.2310244,73.5421727 4.230936,73.5422588 4.2308858,73.5422795 4.2309229,73.542539 4.2307728,73.5426879 4.2306815,73.542628 4.2305704,73.5425788 4.2305993,73.5426138 4.2306615,73.542508 4.2307193,73.5424359 4.2307633,73.5423337 4.2305824,73.542512 4.2304827,73.5425476 4.2305435,73.5425952 4.2305167,73.5425584 4.2304516,73.5425112 4.230358,73.5424943 4.2302339,73.5423109 4.2297726,73.5422222 4.2296325,73.5420335 4.2292825,73.5417096 4.2290028,73.5414767 4.2288436,73.5411225 4.2286736,73.5407572 4.2284361,73.5407198 4.2283452,73.5405781 4.2283957,73.5404334 4.2284473,73.5400713 4.2280541,73.5398186 4.2276177,73.5395912 4.2270644,73.5394919 4.2266872,73.539441 4.2263528,73.5394426 4.2261565,73.5394463 4.2257242,73.5394356 4.2252936,73.5394195 4.2250314,73.5393578 4.224673,73.5392661 4.2243569,73.5391588 4.2239873,73.53908 4.2237464,73.5390147 4.2235457,73.5389709 4.2234302,73.5389368 4.2233084)))"	ހުޅުމާލެ	Hulhumalé	multipolygon	relation	"6615242"
"MULTIPOLYGON (((73.5208758 0.3458508,73.5094848 0.3409638,73.5038606 0.3397231,73.5004966 0.3381299,73.4950302 0.3368199,73.4936266 0.3366677,73.4922662 0.3352898,73.4894672 0.3350649,73.4875365 0.3360914,73.4847425 0.3354839,73.4779914 0.3271869,73.4759464 0.3219123,73.4679817 0.3073901,73.4601212 0.2973399,73.4510623 0.288609,73.4419413 0.2862997,73.4377915 0.2865309,73.4352734 0.2861878,73.4311446 0.2853277,73.4271893 0.2832302,73.4221851 0.2761466,73.4212111 0.2730497,73.4210199 0.2692036,73.4213086 0.2663944,73.4221626 0.2635518,73.4220332 0.2576904,73.4230045 0.2573683,73.428529 0.261891,73.4360027 0.2673057,73.4394139 0.2721863,73.4429301 0.2774304,73.4486668 0.2806927,73.4508736 0.2804652,73.4534881 0.2790456,73.462868 0.283572,73.4704751 0.2900541,73.4769937 0.2985788,73.4815941 0.3063041,73.4870053 0.3116716,73.4933941 0.3185918,73.4998923 0.3224123,73.5100865 0.3265656,73.5170142 0.3323384,73.5194089 0.3348534,73.5254368 0.3381073,73.5259592 0.3386154,73.5254686 0.3394963,73.5241506 0.3409319,73.5230076 0.3429867,73.5223063 0.3445606,73.5208758 0.3458508),(73.4264754 0.2638081,73.426603 0.2643236,73.4268589 0.2645813,73.4271148 0.2653547,73.4277553 0.2659987,73.4294189 0.2671593,73.4295472 0.2676747,73.4300594 0.2678032,73.4304429 0.2681905,73.4305712 0.2687059,73.4310834 0.2688344,73.4315954 0.26935,73.4323633 0.2698656,73.4328753 0.2699951,73.4330029 0.2705105,73.4340269 0.2712839,73.4345389 0.272315,73.4355627 0.273346,73.4360747 0.2746348,73.4368426 0.275666,73.436971 0.2761816,73.4374832 0.2763101,73.438507 0.2781145,73.439019 0.2782438,73.4391466 0.2787594,73.4396586 0.2795328,73.4402989 0.2799189,73.4406826 0.2805638,73.4419625 0.2818527,73.4426028 0.2830122,73.4436268 0.2833995,73.4436268 0.2839149,73.4454189 0.2843014,73.4469551 0.2841733,73.4469551 0.2846887,73.4472112 0.2846887,73.4466988 0.2862353,73.4443947 0.2858478,73.4433705 0.2853322,73.4418345 0.2850742,73.4336416 0.2853309,73.4313373 0.2842995,73.4305694 0.2837839,73.4300574 0.2837837,73.4298013 0.2839132,73.4298013 0.2831398,73.4292893 0.2830105,73.4285214 0.2823664,73.4280095 0.2805621,73.4274974 0.2805621,73.4269855 0.2787577,73.4264735 0.2787577,73.4255777 0.2741181,73.4253216 0.2736025,73.4250659 0.2720559,73.4248098 0.2717981,73.4248102 0.2697361,73.4255784 0.2676743,73.4258345 0.2674165,73.4259631 0.2661277,73.4254511 0.2661277,73.4254512 0.2645812,73.4259632 0.2645813,73.4257073 0.263808,73.4264754 0.2638081),(73.4534226 0.2847186,73.4537778 0.2848529,73.4541347 0.2849783,73.4546779 0.2851722,73.4549178 0.2853256,73.4552754 0.2856359,73.4557686 0.2859907,73.4562272 0.2862984,73.4568779 0.2866933,73.457226 0.2867379,73.457319 0.2870611,73.4576063 0.2871815,73.4576004 0.2874592,73.4579094 0.2876633,73.4587477 0.2884796,73.4596475 0.2894398,73.4606387 0.2904767,73.461867 0.2918895,73.4629036 0.2912011,73.4636857 0.2920983,73.4630136 0.2925334,73.4632961 0.2928613,73.4631533 0.2934418,73.464224 0.295001,73.4640838 0.2953731,73.4641152 0.2957238,73.4640497 0.2958226,73.4639198 0.2958489,73.4634022 0.2952308,73.4631373 0.2951329,73.4628188 0.2950926,73.462591 0.2950431,73.4623227 0.2951732,73.4619592 0.295149,73.461206 0.2946759,73.4608254 0.2944273,73.4606177 0.2943097,73.4603885 0.2942914,73.4597034 0.2937375,73.4592053 0.2932694,73.4587357 0.2931736,73.4584094 0.2928005,73.4576838 0.2926134,73.4570721 0.2925464,73.4561166 0.2918665,73.456523 0.2913482,73.4554673 0.2904779,73.455212 0.2907899,73.4549234 0.2905502,73.4550856 0.290342,73.4543783 0.2897693,73.4536058 0.2891439,73.4531514 0.2894207,73.4527759 0.288927,73.4527478 0.2887242,73.4529141 0.2886018,73.4528436 0.2880918,73.4527728 0.2877295,73.4527172 0.2871991,73.452693 0.2869533,73.452651 0.2866421,73.4524931 0.2851745,73.452559 0.2849352,73.4527665 0.2847525,73.452996 0.284657,73.4534226 0.2847186),(73.4687166 0.294744,73.4683319 0.295775,73.4669239 0.2973214,73.4664119 0.2973214,73.4664119 0.2970636,73.4667956 0.2968058,73.4669241 0.2962904,73.4674361 0.2962904,73.4673482 0.2958627,73.4669241 0.2957749,73.4670518 0.2952594,73.4671802 0.2951302,73.4676924 0.2950017,73.4677795 0.2954286,73.4679483 0.295388,73.4687166 0.294744)))"			multipolygon	relation	"7114115"
"MULTIPOLYGON (((73.4881732 3.9415482,73.488275 3.9413302,73.4884097 3.940984,73.4879399 3.9401266,73.4875175 3.9395744,73.4876186 3.9394059,73.4874554 3.9391543,73.4870647 3.9393122,73.4870035 3.9392812,73.4869961 3.9392138,73.4871864 3.939017,73.4870785 3.938828,73.4868455 3.9387176,73.4866157 3.9386554,73.4861297 3.9391282,73.4858706 3.9387027,73.4857152 3.9384476,73.485196 3.9373832,73.4850263 3.9370626,73.484897 3.936613,73.4849602 3.9364147,73.4851749 3.9362404,73.4851885 3.9361017,73.4852587 3.9360544,73.4853033 3.9360663,73.4852944 3.9361516,73.4860353 3.936106,73.4869236 3.9361998,73.4878078 3.936336,73.4887847 3.937254,73.4888065 3.937275,73.4888626 3.9372099,73.4888015 3.9371507,73.4888243 3.9371285,73.4889063 3.9372064,73.4888283 3.937296,73.4892106 3.9376639,73.4894613 3.9378901,73.489932 3.938424,73.4904065 3.9393257,73.4907613 3.9391891,73.4908479 3.9391101,73.4909606 3.9394527,73.4908062 3.939519,73.4910044 3.9397595,73.4910821 3.9398277,73.4910008 3.9399811,73.4910629 3.940109,73.4910951 3.9401753,73.4911245 3.940328,73.491157 3.9403832,73.4911 3.9404428,73.4910886 3.9404547,73.4913173 3.9407506,73.4922368 3.9426541,73.4924879 3.9431348,73.4926089 3.943342,73.4927937 3.9435783,73.4929454 3.9437722,73.4932187 3.9438479,73.4933338 3.9439733,73.4934048 3.9442768,73.493579 3.9445492,73.4938097 3.9445983,73.4939707 3.9449011,73.4940949 3.9450714,73.4944163 3.9453002,73.4944199 3.9453604,73.4942635 3.9455551,73.4940108 3.9456011,73.4937864 3.9457038,73.4936813 3.9458858,73.4936361 3.9459289,73.493576 3.9459032,73.4935711 3.9459011,73.4933773 3.9458721,73.4934041 3.9461503,73.4935221 3.9462895,73.4934819 3.9463162,73.4933826 3.9461878,73.4932727 3.9463216,73.4932378 3.9462868,73.4933585 3.9461477,73.4933287 3.9458831,73.4931836 3.9459246,73.4927328 3.9458693,73.4923942 3.9459269,73.4923714 3.9461383,73.4924693 3.9462774,73.4924479 3.9462935,73.4923473 3.9461624,73.4921723 3.9462774,73.4921542 3.9462493,73.4923352 3.9461289,73.49235 3.9459242,73.4921733 3.9458731,73.4921432 3.9458644,73.4921015 3.9458635,73.4920664 3.94583,73.4920519 3.9458315,73.4920362 3.9458251,73.491798 3.9457281,73.4916119 3.9456978,73.4914132 3.9456888,73.4913562 3.9458533,73.4914166 3.945957,73.4913911 3.9459737,73.4913254 3.9458654,73.4912194 3.9459282,73.4912007 3.9459035,73.4913106 3.9458359,73.4913696 3.9456754,73.4911255 3.945473,73.4911091 3.9454594,73.4909324 3.9453583,73.4907188 3.945244,73.4906146 3.9451897,73.4905153 3.9452994,73.4905321 3.9454426,73.4904986 3.9454439,73.4904832 3.9453088,73.490339 3.9452573,73.4903477 3.9452325,73.4904845 3.9452727,73.4905918 3.9451603,73.4905676 3.9451284,73.4904884 3.9450175,73.4903887 3.9448781,73.4903601 3.9447742,73.4902947 3.9445369,73.4902746 3.9444641,73.4899015 3.9440036,73.4896626 3.9438902,73.4895232 3.943849,73.489449 3.9437559,73.4893526 3.9437775,73.4889454 3.9438515,73.4887824 3.9436297,73.4886142 3.9436679,73.4886031 3.9436149,73.4886587 3.9435433,73.488765 3.9435335,73.4888293 3.9435532,73.4889629 3.9437259,73.4892847 3.9436666,73.4892322 3.9435828,73.4896588 3.9433609,73.489613 3.9432756,73.4893609 3.9428039,73.4892967 3.9426864,73.4892063 3.9425179,73.4890732 3.942266,73.488882 3.941904,73.4887098 3.941578,73.4886772 3.9415163,73.4882554 3.9417265,73.4881964 3.9416346,73.4880338 3.9417509,73.4879779 3.9418608,73.4885864 3.9430156,73.4885829 3.9431865,73.4884395 3.9432563,73.4884028 3.943234,73.4883678 3.9432127,73.4883958 3.9431499,73.488492 3.9430644,73.4878905 3.9418957,73.487901 3.9417875,73.4879569 3.9416864,73.4881732 3.9415482)))"	Maafushi		multipolygon	relation	"9328389"
"MULTIPOLYGON (((73.5681599 4.6268697,73.5683262 4.6266345,73.568294 4.62618,73.5682136 4.6259287,73.5680205 4.6256827,73.5678649 4.6256292,73.567763 4.6256774,73.5677254 4.6254581,73.567661 4.6250999,73.5676986 4.6247523,73.5677576 4.6245598,73.5677201 4.6243567,73.5679561 4.6242069,73.5680473 4.6238754,73.5680687 4.6234263,73.5679561 4.6231108,73.5677254 4.622913,73.5676825 4.6228595,73.568176 4.6221698,73.5684496 4.6219452,73.5687876 4.6217046,73.5690504 4.6215655,73.5693723 4.6215174,73.5695118 4.6215549,73.5694313 4.6217046,73.569383 4.6222981,73.5694259 4.6228969,73.5693616 4.6232231,73.5691845 4.6236188,73.5688895 4.6241374,73.5688841 4.624501,73.5688841 4.6248058,73.5690343 4.6251961,73.5693455 4.6255223,73.5699195 4.6257736,73.5704559 4.6258324,73.5707402 4.625672,73.5707188 4.6258164,73.5712177 4.6260356,73.5713357 4.6259875,73.5716549 4.6256292,73.5716602 4.625525,73.5715395 4.6248005,73.5712928 4.624747,73.5714483 4.6246882,73.571569 4.6245518,73.571687 4.6242364,73.5719418 4.6238594,73.572253 4.6234504,73.5722852 4.6233087,73.5722503 4.6232552,73.5725641 4.6228488,73.5726902 4.6227713,73.5727733 4.6228114,73.5728484 4.6227579,73.5729021 4.6228274,73.5725346 4.6231589,73.572827 4.6234931,73.5734385 4.6229531,73.5731462 4.6226296,73.5732105 4.6225815,73.5730684 4.6223997,73.5732025 4.6223462,73.5733607 4.6222125,73.5734224 4.6220735,73.5734358 4.6220174,73.5733151 4.6219318,73.5733795 4.621865,73.5735324 4.6219238,73.5736343 4.6219024,73.5738113 4.6216778,73.5741949 4.6207555,73.5742459 4.6204721,73.5742405 4.6202636,73.5744336 4.6203919,73.5747474 4.6204079,73.5750774 4.6203197,73.5752195 4.6202636,73.5754073 4.6201085,73.5755038 4.6199213,73.5756996 4.6200016,73.5758686 4.6201566,73.5759839 4.6203464,73.576051 4.6205229,73.5760671 4.6207448,73.575941 4.6207448,73.5758096 4.6208143,73.5756674 4.620964,73.5754824 4.6213864,73.5754824 4.6216698,73.5755897 4.6218195,73.575485 4.622389,73.5753483 4.622389,73.5751256 4.6225547,73.5749486 4.6228194,73.5747099 4.6233461,73.5746562 4.6236161,73.5746911 4.623961,73.5748225 4.6241214,73.5749808 4.6242364,73.5749727 4.6244663,73.574903 4.6246855,73.5747769 4.6248406,73.5746267 4.6249823,73.5744765 4.6248058,73.5742888 4.624739,73.5740501 4.6247176,73.5737926 4.6248914,73.5735029 4.6251935,73.5732615 4.6255758,73.5729638 4.626204,73.5728672 4.6266558,73.5728967 4.6269419,73.5729772 4.6271451,73.5731032 4.6272707,73.5734466 4.6274258,73.5735673 4.6274445,73.5736987 4.6274525,73.5736799 4.6275942,73.5736907 4.6277974,73.5736692 4.6279658,73.5735834 4.6281156,73.5734251 4.6283829,73.5732776 4.6283695,73.5730281 4.6284444,73.5726231 4.6286663,73.572017 4.6291502,73.5717112 4.6294042,73.5715207 4.6297089,73.5714135 4.629749,73.5713464 4.6296207,73.5712525 4.6295699,73.5712177 4.6295084,73.5712203 4.6294202,73.5707295 4.6289791,73.5705659 4.6288722,73.5706222 4.6287759,73.5705337 4.6285888,73.5702038 4.6283588,73.5699061 4.6280755,73.569662 4.6277627,73.5694957 4.6275488,73.5692248 4.6274258,73.5689807 4.6274017,73.5687527 4.6274205,73.5685328 4.6275889,73.568396 4.6274606,73.5682404 4.6272253,73.5681599 4.6270595,73.5681277 4.6269339,73.5681599 4.6268697)))"	Patina Maldives		multipolygon	relation	"12137584"
